annee;saison;8.25;8,75;9,25;9,75;10,25;10,75;11,25;11,75;12,25;12,75;13,25;13,75;14,25;14,75;15,25;15,75;16,25;16,75;17,25;17,75;18,25;18,75;19,25;19,75;20,25;20,75;21,25;21,75;22,25;22,75;23,25;23,75;24,25;24,75;25,25;25,75;26,25;26,75;primi;multi;femelles
1999;3;0;0;0;0;0;0;0;0;0;0;91533,93;170898,3;787296,7;658729,7;1867187;2056078;2141789;2080941;1776178;1532262;1080415;1129618;1190465;1007398;1098407;1831727;2301567;2173000;1531738;1575118;1153957;671423,6;219576,6;170898,3;250262,7;67194,8;0;67194,8;0;27899224;
1999;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2000;1;0;0;0;0;0;0;0;159719,9;310758,9;0;302078,1;470478,8;453117,2;2006912;4501664;8381810;17242780;27308598;34365780;39818832;40292777;29700930;21197589;18029234;11024136;7492938;5736019;4350625;3275990;461798;479159,6;159719,9;0;0;0;0;0;0;126694226,4;316383678,1;
2000;2;0;152456,5;76228,27;312375,3;192040,3;192040,3;576120,9;172248,4;672141;192040,3;0;156187,7;521268,2;445040;1170334;3121158;7720283;11767030;26199674;41796969;50203057;54193148;51691760;39251820;30531979;16325207;13145568;9851266;7427803;5447004;3806868;1455455;505207,5;156187,7;76228,27;156187,7;60167,51;0;184547552,1;55724324,7;
2000;3;0;0;65844,3;131688,6;131688,6;855976;592598,7;860587,9;987664,6;594904,7;197532,9;0;65844,3;133994,6;136300,6;267989,2;1071957;1744236;3084181;5359783;7405569;8407069;10306053;7567235;4675975;3204340;1274102;1800856;733511,3;669972,9;331527,5;397371,8;65844,3;65844,3;0;0;0;0;0;50741411;
2000;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2001;1;81900,72;0;350252,2;81900,72;186450,8;3601817;4720522;7344785;12065307;15067728;14686130;12262269;11098266;8860856;6677442;3488570;2474415;2183414;1759958;4898276;6663489;12494019;13882890;16216153;12122932;4954086;1601412;81900,72;81900,72;0;0;0;0;0;0;0;0;0;26143533,18;427556235,9;
2001;2;0;0;0;0;51581,49;0;0;103050,2;103050,2;360393,8;1065195;2473331;4038594;5912443;5695422;6199527;6165411;3311387;2807395;2217016;2285486;3276130;5990029;13700531;18351246;21784629;17975556;9498541;4136141;1534959;590040,8;51581,49;0;97420,68;0;0;0;0;90527101,88;29452568,74;
2001;3;0;0;0;0;151464;118442,6;0;0;0;724298,5;351451,4;3168030;5527271;14309852;14163191;17733209;17117583;14811673;9640660;6983455;4256336;4977687;11283670;20142829;36879043;50961930;41673010;27814614;19002892;7900918;2695028;1142722;906766,8;236885,3;118442,6;0;0;0;0;284375195;
2001;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2002;1;617602,7;205867,6;205867,6;205867,6;0;146984,2;146984,2;293968,5;146984,2;1764259;1352524;940788,7;2528846;3322650;4733609;6820606;17436274;25992818;38138556;33110978;32877237;24408794;14762684;10322147;6822399;8351573;5675743;7204916;3440865;1029338;793804,5;205867,6;205867,6;0;0;0;0;0;191504058,4;266258450,1;
2002;2;0;0;0;0;0;0;0;177697,8;73361,62;0;709133,8;772740,1;526020,2;1405779;1907897;4440154;7091919;17456647;29202911;47696564;68017697;74970239;61959710;44870212;21925419;14967598;12035901;8761827;8299994;6073091;2882237;727619,4;73361,62;0;201599,2;0;0;0;388522269,8;12123937,93;
2002;3;0;0;0;0;0;0;0;0;136765,6;59628,33;0;0;0;136765,6;256022,3;454191,6;429581,2;1495790;1948206;4054237;8810055;11892975;13267732;11440314;8014072;3836783;2151701;1504666;1260827;968011,5;391012,5;157825,3;38568,64;0;0;0;0;0;0;102213365;
