zpc;annee;lc;ma;fp;fm;tot;eff_std;nue_ma;nue_fp;nue_fm;nue_tot
8;1982;5.25;0;0;0;0;12253.949;0;0;0;0
8;1982;5.75;0;0;0;0;12253.949;0;0;0;0
8;1982;6.25;0;0;0;0;12253.949;0;0;0;0
8;1982;6.75;0;0;0;0;12253.949;0;0;0;0
8;1982;7.25;0;0;0;0;12253.949;0;0;0;0
8;1982;7.75;0;0;0;0;12253.949;0;0;0;0
8;1982;8.25;0;0;0;0;12253.949;0;0;0;0
8;1982;8.75;155310;0;0;155310;12253.949;12.674;0;0;12.674
8;1982;9.25;13293;0;0;13293;12253.949;1.085;0;0;1.085
8;1982;9.75;958450;0;0;958450;12253.949;78.216;0;0;78.216
8;1982;10.25;1282365;0;0;1282365;12253.949;104.649;0;0;104.649
8;1982;10.75;1504141;0;0;1504141;12253.949;122.747;0;0;122.747
8;1982;11.25;1927011;0;0;1927011;12253.949;157.256;0;0;157.256
8;1982;11.75;1433002;0;0;1433002;12253.949;116.942;0;0;116.942
8;1982;12.25;1707334;0;0;1707334;12253.949;139.329;0;0;139.329
8;1982;12.75;1282359;0;0;1282359;12253.949;104.649;0;0;104.649
8;1982;13.25;2342948;0;0;2342948;12253.949;191.199;0;0;191.199
8;1982;13.75;2852351;0;0;2852351;12253.949;232.77;0;0;232.77
8;1982;14.25;5242777;0;0;5242777;12253.949;427.844;0;0;427.844
8;1982;14.75;3265519;0;0;3265519;12253.949;266.487;0;0;266.487
8;1982;15.25;3053855;0;0;3053855;12253.949;249.214;0;0;249.214
8;1982;15.75;7048660;0;0;7048660;12253.949;575.215;0;0;575.215
8;1982;16.25;9031400;0;0;9031400;12253.949;737.02;0;0;737.02
8;1982;16.75;15548329;0;0;15548329;12253.949;1268.842;0;0;1268.842
8;1982;17.25;18597712;0;0;18597712;12253.949;1517.691;0;0;1517.691
8;1982;17.75;27683783;155310;0;27839093;12253.949;2259.172;12.674;0;2271.847
8;1982;18.25;25799815;446940;0;26246755;12253.949;2105.429;36.473;0;2141.902
8;1982;18.75;25841639;378781;13293;26233713;12253.949;2108.842;30.911;1.085;2140.837
8;1982;19.25;16789767;0;0;16789767;12253.949;1370.152;0;0;1370.152
8;1982;19.75;10749970;534091;155310;11439371;12253.949;877.266;43.585;12.674;933.525
8;1982;20.25;7649256;1195214;236763;9081233;12253.949;624.228;97.537;19.321;741.086
8;1982;20.75;5795644;572277;155310;6523231;12253.949;472.961;46.701;12.674;532.337
8;1982;21.25;7052700;3295908;465931;10814539;12253.949;575.545;268.967;38.023;882.535
8;1982;21.75;5158591;3760553;492517;9411661;12253.949;420.974;306.885;40.193;768.051
8;1982;22.25;2333037;5135354;647828;8116219;12253.949;190.391;419.077;52.867;662.335
8;1982;22.75;1935061;5352920;1377111;8665092;12253.949;157.913;436.832;112.381;707.126
8;1982;23.25;694890;3299287;3415342;7409519;12253.949;56.707;269.243;278.714;604.664
8;1982;23.75;422252;5068264;4313433;9803949;12253.949;34.458;413.603;352.004;800.064
8;1982;24.25;204480;4884055;8708113;13796648;12253.949;16.687;398.57;710.637;1125.894
8;1982;24.75;68160;5535266;12210196;17813622;12253.949;5.562;451.713;996.429;1453.705
8;1982;25.25;0;3595789;14096500;17692289;12253.949;0;293.439;1150.364;1443.803
8;1982;25.75;0;2452060;15231349;17683409;12253.949;0;200.104;1242.975;1443.078
8;1982;26.25;68160;1717289;10398814;12184263;12253.949;5.562;140.142;848.609;994.313
8;1982;26.75;0;1158717;7676671;8835388;12253.949;0;94.559;626.465;721.024
8;1982;27.25;0;477119;6263278;6740397;12253.949;0;38.936;511.123;550.059
8;1982;27.75;0;204480;3189558;3394038;12253.949;0;16.687;260.288;276.975
8;1982;28.25;0;136319;1055094;1191413;12253.949;0;11.124;86.102;97.227
8;1982;28.75;0;136319;799339;935658;12253.949;0;11.124;65.231;76.356
8;1982;29.25;0;0;149612;149612;12253.949;0;0;12.209;12.209
8;1982;29.75;0;0;204480;204480;12253.949;0;0;16.687;16.687
8;1982;30.25;0;0;0;0;12253.949;0;0;0;0
8;1982;30.75;0;0;0;0;12253.949;0;0;0;0
8;1982;31.25;0;0;0;0;12253.949;0;0;0;0
8;1982;31.75;0;0;0;0;12253.949;0;0;0;0
8;1983;5.25;0;0;0;0;21793.015;0;0;0;0
8;1983;5.75;0;0;0;0;21793.015;0;0;0;0
8;1983;6.25;0;0;0;0;21793.015;0;0;0;0
8;1983;6.75;0;0;0;0;21793.015;0;0;0;0
8;1983;7.25;0;0;0;0;21793.015;0;0;0;0
8;1983;7.75;0;0;0;0;21793.015;0;0;0;0
8;1983;8.25;0;0;0;0;21793.015;0;0;0;0
8;1983;8.75;0;0;0;0;21793.015;0;0;0;0
8;1983;9.25;187621;0;0;187621;21793.015;8.609;0;0;8.609
8;1983;9.75;0;0;0;0;21793.015;0;0;0;0
8;1983;10.25;0;0;0;0;21793.015;0;0;0;0
8;1983;10.75;61712;0;0;61712;21793.015;2.832;0;0;2.832
8;1983;11.25;119044;0;0;119044;21793.015;5.462;0;0;5.462
8;1983;11.75;232387;0;0;232387;21793.015;10.663;0;0;10.663
8;1983;12.25;473940;0;0;473940;21793.015;21.747;0;0;21.747
8;1983;12.75;563016;0;0;563016;21793.015;25.835;0;0;25.835
8;1983;13.25;1496941;0;0;1496941;21793.015;68.689;0;0;68.689
8;1983;13.75;1489451;0;0;1489451;21793.015;68.345;0;0;68.345
8;1983;14.25;1815115;0;0;1815115;21793.015;83.289;0;0;83.289
8;1983;14.75;1736034;0;0;1736034;21793.015;79.66;0;0;79.66
8;1983;15.25;3066395;0;0;3066395;21793.015;140.705;0;0;140.705
8;1983;15.75;4379500;0;0;4379500;21793.015;200.959;0;0;200.959
8;1983;16.25;8531632;0;0;8531632;21793.015;391.485;0;0;391.485
8;1983;16.75;10123097;0;187621;10310718;21793.015;464.511;0;8.609;473.12
8;1983;17.25;14274568;0;0;14274568;21793.015;655.007;0;0;655.007
8;1983;17.75;14510932;6928;0;14517860;21793.015;665.852;0.318;0;666.17
8;1983;18.25;14163964;10742;0;14174706;21793.015;649.931;0.493;0;650.424
8;1983;18.75;16996318;41248;6928;17044494;21793.015;779.898;1.893;0.318;782.108
8;1983;19.25;15263827;488910;3814;15756551;21793.015;700.4;22.434;0.175;723.009
8;1983;19.75;19918587;194549;6928;20120064;21793.015;913.99;8.927;0.318;923.235
8;1983;20.25;22012427;843682;382171;23238280;21793.015;1010.068;38.713;17.536;1066.318
8;1983;20.75;19584762;1297631;3814;20886207;21793.015;898.672;59.543;0.175;958.39
8;1983;21.25;16814930;1630683;19577;18465190;21793.015;771.574;74.826;0.898;847.299
8;1983;21.75;10762959;2438806;415605;13617370;21793.015;493.872;111.908;19.071;624.85
8;1983;22.25;4618893;3321801;249145;8189839;21793.015;211.944;152.425;11.432;375.801
8;1983;22.75;3893509;3942660;777348;8613517;21793.015;178.659;180.914;35.67;395.242
8;1983;23.25;2638141;6461880;2563565;11663586;21793.015;121.054;296.512;117.632;535.198
8;1983;23.75;1613832;4110617;4504259;10228708;21793.015;74.053;188.621;206.684;469.357
8;1983;24.25;270389;4920466;4250676;9441531;21793.015;12.407;225.782;195.048;433.237
8;1983;24.75;0;3311840;5685874;8997714;21793.015;0;151.968;260.904;412.871
8;1983;25.25;194549;1902752;8323434;10420735;21793.015;8.927;87.31;381.931;478.169
8;1983;25.75;10389;1527566;13442189;14980144;21793.015;0.477;70.094;616.812;687.383
8;1983;26.25;0;871175;13066853;13938028;21793.015;0;39.975;599.589;639.564
8;1983;26.75;0;405934;12020265;12426199;21793.015;0;18.627;551.565;570.192
8;1983;27.25;0;0;10982481;10982481;21793.015;0;0;503.945;503.945
8;1983;27.75;0;10389;6782931;6793320;21793.015;0;0.477;311.243;311.72
8;1983;28.25;0;0;3424579;3424579;21793.015;0;0;157.141;157.141
8;1983;28.75;0;0;2321350;2321350;21793.015;0;0;106.518;106.518
8;1983;29.25;0;0;1411094;1411094;21793.015;0;0;64.75;64.75
8;1983;29.75;0;0;316685;316685;21793.015;0;0;14.531;14.531
8;1983;30.25;0;0;126709;126709;21793.015;0;0;5.814;5.814
8;1983;30.75;0;0;192982;192982;21793.015;0;0;8.855;8.855
8;1983;31.25;0;0;91297;91297;21793.015;0;0;4.189;4.189
8;1983;31.75;0;0;0;0;21793.015;0;0;0;0
8;1984;5.25;0;0;0;0;13020.124;0;0;0;0
8;1984;5.75;0;0;0;0;13020.124;0;0;0;0
8;1984;6.25;0;0;0;0;13020.124;0;0;0;0
8;1984;6.75;0;0;0;0;13020.124;0;0;0;0
8;1984;7.25;0;0;0;0;13020.124;0;0;0;0
8;1984;7.75;0;0;0;0;13020.124;0;0;0;0
8;1984;8.25;0;0;0;0;13020.124;0;0;0;0
8;1984;8.75;11735;0;0;11735;13020.124;0.901;0;0;0.901
8;1984;9.25;76828;0;0;76828;13020.124;5.901;0;0;5.901
8;1984;9.75;67234;0;0;67234;13020.124;5.164;0;0;5.164
8;1984;10.25;122092;0;0;122092;13020.124;9.377;0;0;9.377
8;1984;10.75;105439;0;0;105439;13020.124;8.098;0;0;8.098
8;1984;11.25;149083;0;0;149083;13020.124;11.45;0;0;11.45
8;1984;11.75;275691;0;0;275691;13020.124;21.174;0;0;21.174
8;1984;12.25;376028;0;0;376028;13020.124;28.881;0;0;28.881
8;1984;12.75;770803;0;0;770803;13020.124;59.201;0;0;59.201
8;1984;13.25;1067402;0;0;1067402;13020.124;81.981;0;0;81.981
8;1984;13.75;1385271;0;0;1385271;13020.124;106.395;0;0;106.395
8;1984;14.25;2252981;0;0;2252981;13020.124;173.038;0;0;173.038
8;1984;14.75;2314509;0;0;2314509;13020.124;177.764;0;0;177.764
8;1984;15.25;3584015;0;0;3584015;13020.124;275.267;0;0;275.267
8;1984;15.75;5444289;0;0;5444289;13020.124;418.144;0;0;418.144
8;1984;16.25;6967635;0;0;6967635;13020.124;535.144;0;0;535.144
8;1984;16.75;9756501;0;43499;9800000;13020.124;749.34;0;3.341;752.681
8;1984;17.25;13203683;13875;13875;13231433;13020.124;1014.098;1.066;1.066;1016.229
8;1984;17.75;13917564;0;11095;13928659;13020.124;1068.927;0;0.852;1069.779
8;1984;18.25;14096082;65175;0;14161257;13020.124;1082.638;5.006;0;1087.644
8;1984;18.75;12264977;13875;0;12278852;13020.124;942.002;1.066;0;943.067
8;1984;19.25;11385773;152174;86999;11624946;13020.124;874.475;11.688;6.682;892.844
8;1984;19.75;9885184;280419;227489;10393092;13020.124;759.223;21.537;17.472;798.233
8;1984;20.25;10576021;530257;106535;11212813;13020.124;812.283;40.726;8.182;861.191
8;1984;20.75;8832481;326531;143872;9302884;13020.124;678.371;25.079;11.05;714.5
8;1984;21.25;5979690;1074634;804520;7858844;13020.124;459.265;82.536;61.791;603.592
8;1984;21.75;4643719;1039894;760383;6443996;13020.124;356.657;79.868;58.401;494.926
8;1984;22.25;2567787;1685941;1553259;5806987;13020.124;197.217;129.487;119.297;446.001
8;1984;22.75;1497497;1550641;3602278;6650416;13020.124;115.014;119.096;276.67;510.78
8;1984;23.25;811677;1801756;4205324;6818757;13020.124;62.34;138.382;322.986;523.709
8;1984;23.75;434430;2424478;5304294;8163202;13020.124;33.366;186.21;407.392;626.968
8;1984;24.25;123662;1471159;7338054;8932875;13020.124;9.498;112.991;563.593;686.082
8;1984;24.75;59673;1201617;8213983;9475273;13020.124;4.583;92.289;630.868;727.741
8;1984;25.25;19536;732527;8879470;9631533;13020.124;1.5;56.261;681.98;739.742
8;1984;25.75;7801;565424;9053620;9626845;13020.124;0.599;43.427;695.356;739.382
8;1984;26.25;0;346805;9313062;9659867;13020.124;0;26.636;715.282;741.918
8;1984;26.75;0;205472;7170485;7375957;13020.124;0;15.781;550.723;566.504
8;1984;27.25;0;13349;6605876;6619225;13020.124;0;1.025;507.359;508.384
8;1984;27.75;0;37112;4649980;4687092;13020.124;0;2.85;357.138;359.988
8;1984;28.25;0;15602;3553963;3569565;13020.124;0;1.198;272.959;274.158
8;1984;28.75;5548;0;1772925;1778473;13020.124;0.426;0;136.168;136.594
8;1984;29.25;0;0;1069617;1069617;13020.124;0;0;82.151;82.151
8;1984;29.75;0;0;501342;501342;13020.124;0;0;38.505;38.505
8;1984;30.25;0;0;156820;156820;13020.124;0;0;12.044;12.044
8;1984;30.75;0;0;22036;22036;13020.124;0;0;1.692;1.692
8;1984;31.25;0;0;31158;31158;13020.124;0;0;2.393;2.393
8;1984;31.75;0;0;0;0;13020.124;0;0;0;0
8;1985;5.25;0;0;0;0;11070.082;0;0;0;0
8;1985;5.75;0;0;0;0;11070.082;0;0;0;0
8;1985;6.25;0;0;0;0;11070.082;0;0;0;0
8;1985;6.75;0;0;0;0;11070.082;0;0;0;0
8;1985;7.25;0;0;0;0;11070.082;0;0;0;0
8;1985;7.75;0;0;0;0;11070.082;0;0;0;0
8;1985;8.25;2035;0;0;2035;11070.082;0.184;0;0;0.184
8;1985;8.75;8139;0;0;8139;11070.082;0.735;0;0;0.735
8;1985;9.25;39739;26977;0;66716;11070.082;3.59;2.437;0;6.027
8;1985;9.75;15847;26977;0;42824;11070.082;1.432;2.437;0;3.868
8;1985;10.25;67281;0;0;67281;11070.082;6.078;0;0;6.078
8;1985;10.75;177337;0;0;177337;11070.082;16.019;0;0;16.019
8;1985;11.25;567775;0;0;567775;11070.082;51.289;0;0;51.289
8;1985;11.75;764531;26977;0;791508;11070.082;69.063;2.437;0;71.5
8;1985;12.25;862795;0;26977;889772;11070.082;77.939;0;2.437;80.376
8;1985;12.75;1449352;26977;0;1476329;11070.082;130.925;2.437;0;133.362
8;1985;13.25;1359591;0;0;1359591;11070.082;122.817;0;0;122.817
8;1985;13.75;1459749;0;0;1459749;11070.082;131.864;0;0;131.864
8;1985;14.25;1419970;0;0;1419970;11070.082;128.271;0;0;128.271
8;1985;14.75;2220029;0;26977;2247006;11070.082;200.543;0;2.437;202.98
8;1985;15.25;3930903;26977;107909;4065789;11070.082;355.092;2.437;9.748;367.277
8;1985;15.75;4827835;0;53954;4881789;11070.082;436.116;0;4.874;440.989
8;1985;16.25;7193020;0;26977;7219997;11070.082;649.771;0;2.437;652.208
8;1985;16.75;9094930;0;53954;9148884;11070.082;821.577;0;4.874;826.451
8;1985;17.25;11162903;0;26977;11189880;11070.082;1008.385;0;2.437;1010.822
8;1985;17.75;12042144;678;53954;12096776;11070.082;1087.81;0.061;4.874;1092.745
8;1985;18.25;12010508;41364;62838;12114710;11070.082;1084.952;3.737;5.676;1094.365
8;1985;18.75;11503465;46298;80932;11630695;11070.082;1039.149;4.182;7.311;1050.642
8;1985;19.25;10867084;129265;58396;11054745;11070.082;981.662;11.677;5.275;998.615
8;1985;19.75;11798547;379238;235240;12413025;11070.082;1065.805;34.258;21.25;1121.313
8;1985;20.25;11258560;371656;204095;11834311;11070.082;1017.026;33.573;18.437;1069.036
8;1985;20.75;11265492;1022355;366533;12654380;11070.082;1017.652;92.353;33.11;1143.115
8;1985;21.25;8457290;1364455;329130;10150875;11070.082;763.977;123.256;29.731;916.965
8;1985;21.75;6655248;2131783;626060;9413091;11070.082;601.192;192.572;56.554;850.318
8;1985;22.25;3840728;3105137;820855;7766720;11070.082;346.947;280.498;74.151;701.596
8;1985;22.75;2536637;4250171;1038030;7824838;11070.082;229.143;383.933;93.769;706.846
8;1985;23.25;1366321;4826740;1996161;8189222;11070.082;123.425;436.017;180.32;739.762
8;1985;23.75;576978;4748210;2328086;7653274;11070.082;52.12;428.923;210.304;691.348
8;1985;24.25;234196;4450530;3727855;8412581;11070.082;21.156;402.032;336.75;759.938
8;1985;24.75;129593;3865388;4552469;8547450;11070.082;11.707;349.174;411.241;772.122
8;1985;25.25;49381;3155062;5515474;8719917;11070.082;4.461;285.008;498.232;787.701
8;1985;25.75;14980;1775989;5710668;7501637;11070.082;1.353;160.431;515.865;677.65
8;1985;26.25;0;1124763;4877426;6002189;11070.082;0;101.604;440.595;542.199
8;1985;26.75;0;489929;4225435;4715364;11070.082;0;44.257;381.699;425.956
8;1985;27.25;0;176460;3243271;3419731;11070.082;0;15.94;292.976;308.917
8;1985;27.75;0;115333;2594136;2709469;11070.082;0;10.418;234.338;244.756
8;1985;28.25;0;0;1844469;1844469;11070.082;0;0;166.617;166.617
8;1985;28.75;0;0;1180255;1180255;11070.082;0;0;106.617;106.617
8;1985;29.25;0;0;658064;658064;11070.082;0;0;59.445;59.445
8;1985;29.75;0;0;240574;240574;11070.082;0;0;21.732;21.732
8;1985;30.25;0;0;47332;47332;11070.082;0;0;4.276;4.276
8;1985;30.75;0;0;15847;15847;11070.082;0;0;1.432;1.432
8;1985;31.25;0;0;14980;14980;11070.082;0;0;1.353;1.353
8;1985;31.75;0;0;14980;14980;11070.082;0;0;1.353;1.353
8;1986;5.25;0;0;0;0;11942.807;0;0;0;0
8;1986;5.75;0;0;0;0;11942.807;0;0;0;0
8;1986;6.25;0;0;0;0;11942.807;0;0;0;0
8;1986;6.75;0;0;0;0;11942.807;0;0;0;0
8;1986;7.25;0;0;0;0;11942.807;0;0;0;0
8;1986;7.75;0;0;0;0;11942.807;0;0;0;0
8;1986;8.25;12297;0;0;12297;11942.807;1.03;0;0;1.03
8;1986;8.75;0;0;0;0;11942.807;0;0;0;0
8;1986;9.25;0;0;0;0;11942.807;0;0;0;0
8;1986;9.75;50392;0;0;50392;11942.807;4.219;0;0;4.219
8;1986;10.25;36892;0;0;36892;11942.807;3.089;0;0;3.089
8;1986;10.75;21232;0;0;21232;11942.807;1.778;0;0;1.778
8;1986;11.25;53131;0;0;53131;11942.807;4.449;0;0;4.449
8;1986;11.75;264436;0;0;264436;11942.807;22.142;0;0;22.142
8;1986;12.25;277456;0;0;277456;11942.807;23.232;0;0;23.232
8;1986;12.75;542899;0;0;542899;11942.807;45.458;0;0;45.458
8;1986;13.25;1763283;0;0;1763283;11942.807;147.644;0;0;147.644
8;1986;13.75;1705194;0;0;1705194;11942.807;142.78;0;0;142.78
8;1986;14.25;3502199;0;0;3502199;11942.807;293.248;0;0;293.248
8;1986;14.75;5883151;0;0;5883151;11942.807;492.61;0;0;492.61
8;1986;15.25;6693366;0;0;6693366;11942.807;560.452;0;0;560.452
8;1986;15.75;7698922;94673;0;7793595;11942.807;644.649;7.927;0;652.576
8;1986;16.25;8949662;0;0;8949662;11942.807;749.377;0;0;749.377
8;1986;16.75;10109840;0;0;10109840;11942.807;846.521;0;0;846.521
8;1986;17.25;10521290;284020;0;10805310;11942.807;880.973;23.782;0;904.755
8;1986;17.75;12128849;378693;0;12507542;11942.807;1015.578;31.709;0;1047.287
8;1986;18.25;8867988;390990;0;9258978;11942.807;742.538;32.739;0;775.277
8;1986;18.75;9324173;2202082;0;11526255;11942.807;780.735;184.386;0;965.121
8;1986;19.25;7591033;1331715;3941;8926689;11942.807;635.615;111.508;0.33;747.453
8;1986;19.75;5497645;2167109;0;7664754;11942.807;460.331;181.457;0;641.788
8;1986;20.25;4946233;1916065;79559;6941857;11942.807;414.16;160.437;6.662;581.258
8;1986;20.75;3026671;1573559;16238;4616468;11942.807;253.43;131.758;1.36;386.548
8;1986;21.25;3109111;1767611;174112;5050834;11942.807;260.333;148.006;14.579;422.918
8;1986;21.75;2359060;1797785;331246;4488091;11942.807;197.53;150.533;27.736;375.799
8;1986;22.25;1861761;2390844;654995;4907600;11942.807;155.89;200.191;54.844;410.925
8;1986;22.75;1003632;2783516;2213332;6000480;11942.807;84.037;233.071;185.328;502.435
8;1986;23.25;1050819;2338801;4686527;8076147;11942.807;87.988;195.833;392.414;676.235
8;1986;23.75;690450;2611300;5739357;9041107;11942.807;57.813;218.65;480.57;757.034
8;1986;24.25;84930;2252368;7816484;10153782;11942.807;7.111;188.596;654.493;850.201
8;1986;24.75;382634;1845294;9678129;11906057;11942.807;32.039;154.511;810.373;996.923
8;1986;25.25;34582;1596225;10104542;11735349;11942.807;2.896;133.656;846.078;982.629
8;1986;25.75;0;1028281;11877440;12905721;11942.807;0;86.1;994.527;1080.627
8;1986;26.25;0;430324;9629861;10060185;11942.807;0;36.032;806.331;842.364
8;1986;26.75;0;285035;8224004;8509039;11942.807;0;23.867;688.616;712.482
8;1986;27.25;0;259368;7155955;7415323;11942.807;0;21.718;599.185;620.903
8;1986;27.75;0;111630;4522310;4633940;11942.807;0;9.347;378.664;388.011
8;1986;28.25;0;59757;2455854;2515611;11942.807;0;5.004;205.635;210.638
8;1986;28.75;0;3941;2636527;2640468;11942.807;0;0.33;220.763;221.093
8;1986;29.25;0;0;1029401;1029401;11942.807;0;0;86.194;86.194
8;1986;29.75;0;0;627271;627271;11942.807;0;0;52.523;52.523
8;1986;30.25;0;0;81804;81804;11942.807;0;0;6.85;6.85
8;1986;30.75;0;0;242344;242344;11942.807;0;0;20.292;20.292
8;1986;31.25;0;0;17291;17291;11942.807;0;0;1.448;1.448
8;1986;31.75;0;0;0;0;11942.807;0;0;0;0
8;1987;5.25;0;0;0;0;19216.455;0;0;0;0
8;1987;5.75;0;0;0;0;19216.455;0;0;0;0
8;1987;6.25;0;0;0;0;19216.455;0;0;0;0
8;1987;6.75;0;0;0;0;19216.455;0;0;0;0
8;1987;7.25;0;0;0;0;19216.455;0;0;0;0
8;1987;7.75;0;0;0;0;19216.455;0;0;0;0
8;1987;8.25;32007;0;0;32007;19216.455;1.666;0;0;1.666
8;1987;8.75;78374;0;0;78374;19216.455;4.078;0;0;4.078
8;1987;9.25;352256;0;0;352256;19216.455;18.331;0;0;18.331
8;1987;9.75;548600;0;0;548600;19216.455;28.548;0;0;28.548
8;1987;10.25;616275;0;0;616275;19216.455;32.07;0;0;32.07
8;1987;10.75;1517788;0;0;1517788;19216.455;78.984;0;0;78.984
8;1987;11.25;1664479;0;0;1664479;19216.455;86.617;0;0;86.617
8;1987;11.75;2210636;0;0;2210636;19216.455;115.039;0;0;115.039
8;1987;12.25;3898577;0;0;3898577;19216.455;202.877;0;0;202.877
8;1987;12.75;4808656;0;0;4808656;19216.455;250.236;0;0;250.236
8;1987;13.25;6896551;0;0;6896551;19216.455;358.888;0;0;358.888
8;1987;13.75;7994488;0;0;7994488;19216.455;416.023;0;0;416.023
8;1987;14.25;12123222;0;0;12123222;19216.455;630.877;0;0;630.877
8;1987;14.75;19070970;0;0;19070970;19216.455;992.429;0;0;992.429
8;1987;15.25;30756576;0;0;30756576;19216.455;1600.533;0;0;1600.533
8;1987;15.75;42887826;0;0;42887826;19216.455;2231.828;0;0;2231.828
8;1987;16.25;43297253;0;0;43297253;19216.455;2253.134;0;0;2253.134
8;1987;16.75;46332177;0;0;46332177;19216.455;2411.068;0;0;2411.068
8;1987;17.25;45000222;0;0;45000222;19216.455;2341.755;0;0;2341.755
8;1987;17.75;43361199;90087;0;43451286;19216.455;2256.462;4.688;0;2261.15
8;1987;18.25;39161477;306459;85412;39553348;19216.455;2037.914;15.948;4.445;2058.306
8;1987;18.75;36033515;341306;87404;36462225;19216.455;1875.139;17.761;4.548;1897.448
8;1987;19.25;28903736;1071934;213531;30189201;19216.455;1504.114;55.782;11.112;1571.008
8;1987;19.75;25532051;2022733;279524;27834308;19216.455;1328.656;105.26;14.546;1448.462
8;1987;20.25;18064438;3110331;559372;21734141;19216.455;940.05;161.858;29.109;1131.017
8;1987;20.75;13981774;3020512;574421;17576707;19216.455;727.594;157.184;29.892;914.67
8;1987;21.25;8575321;3612386;629714;12817421;19216.455;446.249;187.984;32.77;667.002
8;1987;21.75;4628237;4262465;1048028;9938730;19216.455;240.848;221.813;54.538;517.199
8;1987;22.25;1815604;4172161;1805797;7793562;19216.455;94.482;217.114;93.971;405.567
8;1987;22.75;1033896;4737199;3325553;9096648;19216.455;53.803;246.518;173.058;473.378
8;1987;23.25;788602;4360476;3609290;8758368;19216.455;41.038;226.914;187.823;455.774
8;1987;23.75;530228;2689893;4391306;7611427;19216.455;27.592;139.979;228.518;396.089
8;1987;24.25;428591;2752851;6575338;9756780;19216.455;22.303;143.255;342.172;507.73
8;1987;24.75;251931;1903368;7435535;9590834;19216.455;13.11;99.049;386.936;499.095
8;1987;25.25;177834;1519820;7676513;9374167;19216.455;9.254;79.09;399.476;487.82
8;1987;25.75;59278;1253844;7903152;9216274;19216.455;3.085;65.248;411.27;479.603
8;1987;26.25;44458;670565;6842115;7557138;19216.455;2.314;34.895;356.055;393.264
8;1987;26.75;0;119838;5657777;5777615;19216.455;0;6.236;294.424;300.66
8;1987;27.25;0;128443;3995741;4124184;19216.455;0;6.684;207.933;214.617
8;1987;27.75;0;69846;2516214;2586060;19216.455;0;3.635;130.941;134.575
8;1987;28.25;0;35668;1701904;1737572;19216.455;0;1.856;88.565;90.421
8;1987;28.75;0;0;735419;735419;19216.455;0;0;38.27;38.27
8;1987;29.25;0;0;455020;455020;19216.455;0;0;23.679;23.679
8;1987;29.75;0;0;250119;250119;19216.455;0;0;13.016;13.016
8;1987;30.25;0;0;32007;32007;19216.455;0;0;1.666;1.666
8;1987;30.75;0;0;0;0;19216.455;0;0;0;0
8;1987;31.25;0;0;0;0;19216.455;0;0;0;0
8;1987;31.75;0;0;0;0;19216.455;0;0;0;0
8;1988;5.25;0;0;0;0;25757.882;0;0;0;0
8;1988;5.75;0;0;0;0;25757.882;0;0;0;0
8;1988;6.25;0;0;0;0;25757.882;0;0;0;0
8;1988;6.75;0;0;0;0;25757.882;0;0;0;0
8;1988;7.25;0;0;0;0;25757.882;0;0;0;0
8;1988;7.75;0;0;0;0;25757.882;0;0;0;0
8;1988;8.25;0;0;0;0;25757.882;0;0;0;0
8;1988;8.75;0;0;0;0;25757.882;0;0;0;0
8;1988;9.25;0;0;0;0;25757.882;0;0;0;0
8;1988;9.75;89857;0;0;89857;25757.882;3.489;0;0;3.489
8;1988;10.25;166497;0;0;166497;25757.882;6.464;0;0;6.464
8;1988;10.75;176699;0;0;176699;25757.882;6.86;0;0;6.86
8;1988;11.25;138272;0;0;138272;25757.882;5.368;0;0;5.368
8;1988;11.75;284548;0;0;284548;25757.882;11.047;0;0;11.047
8;1988;12.25;605268;0;0;605268;25757.882;23.498;0;0;23.498
8;1988;12.75;1396611;0;0;1396611;25757.882;54.221;0;0;54.221
8;1988;13.25;2809056;0;0;2809056;25757.882;109.056;0;0;109.056
8;1988;13.75;5320761;0;0;5320761;25757.882;206.568;0;0;206.568
8;1988;14.25;10322329;56343;0;10378672;25757.882;400.744;2.187;0;402.932
8;1988;14.75;15905895;0;0;15905895;25757.882;617.516;0;0;617.516
8;1988;15.25;22132538;98109;0;22230647;25757.882;859.253;3.809;0;863.062
8;1988;15.75;33711481;61471;0;33772952;25757.882;1308.783;2.386;0;1311.17
8;1988;16.25;47987282;143639;0;48130921;25757.882;1863.014;5.577;0;1868.59
8;1988;16.75;58026124;270909;0;58297033;25757.882;2252.752;10.518;0;2263.27
8;1988;17.25;66221686;350297;0;66571983;25757.882;2570.929;13.6;0;2584.529
8;1988;17.75;75750580;979822;19329;76749731;25757.882;2940.87;38.04;0.75;2979.66
8;1988;18.25;73801996;786526;33299;74621821;25757.882;2865.22;30.535;1.293;2897.048
8;1988;18.75;68261510;1181989;28172;69471671;25757.882;2650.121;45.888;1.094;2697.103
8;1988;19.25;55268471;1260769;127478;56656718;25757.882;2145.692;48.947;4.949;2199.588
8;1988;19.75;39318697;2813045;223071;42354813;25757.882;1526.472;109.211;8.66;1644.344
8;1988;20.25;29562137;4319191;107611;33988939;25757.882;1147.693;167.684;4.178;1319.555
8;1988;20.75;20188972;6065791;599031;26853794;25757.882;783.798;235.493;23.256;1042.547
8;1988;21.25;12888052;8526283;1184561;22598896;25757.882;500.354;331.016;45.988;877.358
8;1988;21.75;7799585;11110738;2480966;21391289;25757.882;302.804;431.353;96.319;830.475
