zpc;annee;lc;ma;fp;fm;tot;eff_std;nue_ma;nue_fp;nue_fm;nue_tot
8;2019;15.75;49154711;0;0;49154711;14389.753;3415.952;0;0;3415.952
8;2019;16.25;59670486;131989;0;59802475;14389.753;4146.735;9.172;0;4155.907
8;2019;16.75;69399565;131989;0;69531554;14389.753;4822.846;9.172;0;4832.019
8;2019;17.25;76136938;791932;0;76928870;14389.753;5291.052;55.034;0;5346.087
8;2019;17.75;72590225;1979830;91507;74661562;14389.753;5044.578;137.586;6.359;5188.523
8;2019;18.25;68415086;2938974;91507;71445567;14389.753;4754.431;204.241;6.359;4965.031
8;2019;18.75;58806467;8250148;131989;67188604;14389.753;4086.691;573.335;9.172;4669.198
8;2019;19.25;49977651;12083965;143369;62204985;14389.753;3473.142;839.762;9.963;4322.867
8;2019;19.75;32936105;15799404;539335;49274844;14389.753;2288.858;1097.962;37.48;3424.301
8;2019;20.25;17028093;20991934;1234501;39254528;14389.753;1183.349;1458.811;85.79;2727.95
8;2019;20.75;8789949;27576036;3781930;40147915;14389.753;610.848;1916.366;262.821;2790.035
8;2019;21.25;3813469;32436854;7442195;43692518;14389.753;265.013;2254.163;517.187;3036.363
8;2019;21.75;464493;27861220;14165575;42491288;14389.753;32.279;1936.185;984.421;2952.885
8;2019;22.25;183013;26871924;24245571;51300508;14389.753;12.718;1867.435;1684.919;3565.072
8;2019;22.75;91507;16489157;33269459;49850123;14389.753;6.359;1145.896;2312.024;3464.279
8;2019;23.25;0;11922710;48948785;60871495;14389.753;0;828.556;3401.642;4230.197
8;2019;23.75;0;8094456;48564418;56658874;14389.753;0;562.515;3374.931;3937.446
8;2019;24.25;0;3131920;42780768;45912688;14389.753;0;217.649;2973.002;3190.652
8;2019;24.75;0;806751;36033049;36839800;14389.753;0;56.064;2504.077;2560.141
8;2019;25.25;0;93208;25972445;26065653;14389.753;0;6.477;1804.926;1811.404
8;2019;25.75;0;35223;14589038;14624261;14389.753;0;2.448;1013.849;1016.297
8;2019;26.25;0;0;6306782;6306782;14389.753;0;0;438.283;438.283
8;2019;26.75;0;0;2634627;2634627;14389.753;0;0;183.09;183.09
8;2019;27.25;0;0;983849;983849;14389.753;0;0;68.372;68.372
8;2019;27.75;0;0;496377;496377;14389.753;0;0;34.495;34.495
8;2019;28.25;0;0;35223;35223;14389.753;0;0;2.448;2.448
8;2019;28.75;0;0;0;0;14389.753;0;0;0;0
8;2019;29.25;0;0;0;0;14389.753;0;0;0;0
8;2019;29.75;0;0;0;0;14389.753;0;0;0;0
8;2019;30.25;0;0;0;0;14389.753;0;0;0;0
8;2019;30.75;0;0;0;0;14389.753;0;0;0;0
8;2019;31.25;0;0;0;0;14389.753;0;0;0;0
8;2019;31.75;0;0;0;0;14389.753;0;0;0;0
8;2020;5.25;0;0;0;0;10458.885;0;0;0;0
8;2020;5.75;0;0;0;0;10458.885;0;0;0;0
8;2020;6.25;0;0;0;0;10458.885;0;0;0;0
8;2020;6.75;0;0;0;0;10458.885;0;0;0;0
8;2020;7.25;0;0;0;0;10458.885;0;0;0;0
8;2020;7.75;0;0;0;0;10458.885;0;0;0;0
8;2020;8.25;0;0;0;0;10458.885;0;0;0;0
8;2020;8.75;0;0;0;0;10458.885;0;0;0;0
8;2020;9.25;0;0;0;0;10458.885;0;0;0;0
8;2020;9.75;102542;0;0;102542;10458.885;9.804;0;0;9.804
8;2020;10.25;508382;0;0;508382;10458.885;48.608;0;0;48.608
8;2020;10.75;352096;0;0;352096;10458.885;33.665;0;0;33.665
8;2020;11.25;1588358;0;0;1588358;10458.885;151.867;0;0;151.867
8;2020;11.75;4373449;0;0;4373449;10458.885;418.156;0;0;418.156
8;2020;12.25;9681572;0;0;9681572;10458.885;925.679;0;0;925.679
8;2020;12.75;7991201;0;0;7991201;10458.885;764.059;0;0;764.059
8;2020;13.25;9471018;0;0;9471018;10458.885;905.548;0;0;905.548
8;2020;13.75;5141228;0;0;5141228;10458.885;491.566;0;0;491.566
8;2020;14.25;5784388;0;0;5784388;10458.885;553.06;0;0;553.06
8;2020;14.75;10637092;0;0;10637092;10458.885;1017.039;0;0;1017.039
8;2020;15.25;24034474;0;0;24034474;10458.885;2297.996;0;0;2297.996
8;2020;15.75;37571754;0;0;37571754;10458.885;3592.329;0;0;3592.329
8;2020;16.25;54838409;0;0;54838409;10458.885;5243.237;0;0;5243.237
8;2020;16.75;73848631;0;0;73848631;10458.885;7060.851;0;0;7060.851
8;2020;17.25;72966546;0;0;72966546;10458.885;6976.513;0;0;6976.513
8;2020;17.75;67307170;0;0;67307170;10458.885;6435.406;0;0;6435.406
8;2020;18.25;49620053;102542;249554;49972149;10458.885;4744.297;9.804;23.86;4777.961
8;2020;18.75;43717577;915033;0;44632610;10458.885;4179.946;87.489;0;4267.435
8;2020;19.25;42454915;1505173;1661244;45621332;10458.885;4059.22;143.913;158.836;4361.969
8;2020;19.75;38284235;4981668;1921440;45187343;10458.885;3660.451;476.31;183.714;4320.474
8;2020;20.25;34739578;11780609;3291111;49811298;10458.885;3321.537;1126.373;314.671;4762.582
8;2020;20.75;21173958;21757729;4918557;47850244;10458.885;2024.495;2080.311;470.275;4575.081
8;2020;21.25;11296141;26625870;7415137;45337148;10458.885;1080.052;2545.766;708.98;4334.797
8;2020;21.75;3995290;35268389;9566431;48830110;10458.885;382;3372.098;914.67;4668.768
8;2020;22.25;1167294;37154703;14077181;52399178;10458.885;111.608;3552.454;1345.954;5010.016
8;2020;22.75;717795;37482287;24845113;63045195;10458.885;68.63;3583.775;2375.503;6027.908
8;2020;23.25;205084;34249878;26371449;60826411;10458.885;19.609;3274.716;2521.44;5815.764
8;2020;23.75;717795;26477766;28909364;56104925;10458.885;68.63;2531.605;2764.096;5364.331
8;2020;24.25;307626;15871031;30604065;46782722;10458.885;29.413;1517.469;2926.131;4473.012
8;2020;24.75;102542;6072312;25857246;32032100;10458.885;9.804;580.589;2472.276;3062.669
8;2020;25.25;102542;2970036;25583340;28655918;10458.885;9.804;283.973;2446.087;2739.864
8;2020;25.75;0;1328747;16885110;18213857;10458.885;0;127.045;1614.427;1741.472
8;2020;26.25;0;717853;11193752;11911605;10458.885;0;68.636;1070.262;1138.898
8;2020;26.75;0;0;8671648;8671648;10458.885;0;0;829.118;829.118
8;2020;27.25;0;0;3596157;3596157;10458.885;0;0;343.838;343.838
8;2020;27.75;0;0;1031177;1031177;10458.885;0;0;98.593;98.593
8;2020;28.25;0;0;205084;205084;10458.885;0;0;19.609;19.609
8;2020;28.75;0;0;0;0;10458.885;0;0;0;0
8;2020;29.25;0;0;102542;102542;10458.885;0;0;9.804;9.804
8;2020;29.75;0;0;0;0;10458.885;0;0;0;0
8;2020;30.25;0;0;0;0;10458.885;0;0;0;0
8;2020;30.75;0;0;0;0;10458.885;0;0;0;0
8;2020;31.25;0;0;0;0;10458.885;0;0;0;0
8;2020;31.75;0;0;0;0;10458.885;0;0;0;0
8;2021;5.25;0;0;0;0;12963.349;0;0;0;0
8;2021;5.75;0;0;0;0;12963.349;0;0;0;0
8;2021;6.25;0;0;0;0;12963.349;0;0;0;0
8;2021;6.75;0;0;0;0;12963.349;0;0;0;0
8;2021;7.25;0;0;0;0;12963.349;0;0;0;0
8;2021;7.75;0;0;0;0;12963.349;0;0;0;0
8;2021;8.25;0;0;0;0;12963.349;0;0;0;0
8;2021;8.75;0;0;0;0;12963.349;0;0;0;0
8;2021;9.25;0;0;0;0;12963.349;0;0;0;0
8;2021;9.75;0;0;0;0;12963.349;0;0;0;0
8;2021;10.25;385015;0;0;385015;12963.349;29.7;0;0;29.7
8;2021;10.75;1481458;0;0;1481458;12963.349;114.28;0;0;114.28
8;2021;11.25;3870454;0;0;3870454;12963.349;298.569;0;0;298.569
8;2021;11.75;9462002;0;0;9462002;12963.349;729.904;0;0;729.904
8;2021;12.25;10335707;0;0;10335707;12963.349;797.302;0;0;797.302
8;2021;12.75;10360181;0;0;10360181;12963.349;799.19;0;0;799.19
8;2021;13.25;7913596;0;0;7913596;12963.349;610.459;0;0;610.459
8;2021;13.75;2841888;0;0;2841888;12963.349;219.225;0;0;219.225
8;2021;14.25;1359413;0;0;1359413;12963.349;104.866;0;0;104.866
8;2021;14.75;2164941;0;0;2164941;12963.349;167.005;0;0;167.005
8;2021;15.25;5596975;0;0;5596975;12963.349;431.754;0;0;431.754
8;2021;15.75;16353959;0;0;16353959;12963.349;1261.554;0;0;1261.554
8;2021;16.25;27363284;0;0;27363284;12963.349;2110.819;0;0;2110.819
8;2021;16.75;44288294;0;0;44288294;12963.349;3416.424;0;0;3416.424
8;2021;17.25;53933885;141616;0;54075501;12963.349;4160.49;10.924;0;4171.414
8;2021;17.75;65413002;141616;0;65554618;12963.349;5045.996;10.924;0;5056.92
8;2021;18.25;80706703;252863;0;80959566;12963.349;6225.76;19.506;0;6245.266
8;2021;18.75;89237382;1333947;141616;90712945;12963.349;6883.822;102.901;10.924;6997.647
8;2021;19.25;84512291;4294955;170425;88977671;12963.349;6519.325;331.315;13.147;6863.787
8;2021;19.75;61944914;8306262;905754;71156930;12963.349;4778.465;640.75;69.87;5489.085
8;2021;20.25;40670039;17455752;1356066;59481857;12963.349;3137.31;1346.546;104.608;4588.464
8;2021;20.75;16733951;24682364;3392425;44808740;12963.349;1290.866;1904.011;261.694;3456.571
8;2021;21.25;4847681;35568710;8783374;49199765;12963.349;373.953;2743.79;677.554;3795.297
8;2021;21.75;3105232;36221376;10611257;49937865;12963.349;239.539;2794.137;818.558;3852.235
8;2021;22.25;2589053;34414111;20078489;57081653;12963.349;199.721;2654.724;1548.866;4403.311
8;2021;22.75;1142840;28409407;30245224;59797471;12963.349;88.159;2191.518;2333.134;4612.81
8;2021;23.25;556236;19643818;29965276;50165330;12963.349;42.908;1515.335;2311.538;3869.782
8;2021;23.75;333741;9234539;29361301;38929581;12963.349;25.745;712.358;2264.947;3003.05
8;2021;24.25;111247;3825972;27109690;31046909;12963.349;8.582;295.138;2091.257;2394.976
8;2021;24.75;0;1317600;22557509;23875109;12963.349;0;101.64;1740.099;1841.739
8;2021;25.25;0;671818;11701609;12373427;12963.349;0;51.824;902.669;954.493
8;2021;25.75;0;111247;8463140;8574387;12963.349;0;8.582;652.851;661.433
8;2021;26.25;0;111247;5273714;5384961;12963.349;0;8.582;406.817;415.399
8;2021;26.75;0;556236;3585915;4142151;12963.349;0;42.908;276.619;319.528
8;2021;27.25;0;222494;1762589;1985083;12963.349;0;17.163;135.967;153.13
8;2021;27.75;0;333741;667483;1001224;12963.349;0;25.745;51.49;77.235
8;2021;28.25;0;0;889977;889977;12963.349;0;0;68.653;68.653
8;2021;28.75;0;0;444989;444989;12963.349;0;0;34.327;34.327
8;2021;29.25;0;0;111247;111247;12963.349;0;0;8.582;8.582
8;2021;29.75;0;0;111247;111247;12963.349;0;0;8.582;8.582
8;2021;30.25;0;0;0;0;12963.349;0;0;0;0
8;2021;30.75;0;0;0;0;12963.349;0;0;0;0
8;2021;31.25;0;0;0;0;12963.349;0;0;0;0
8;2021;31.75;0;0;0;0;12963.349;0;0;0;0
8;2022;5.25;0;0;0;0;12997.888;0;0;0;0
8;2022;5.75;0;0;0;0;12997.888;0;0;0;0
8;2022;6.25;0;0;0;0;12997.888;0;0;0;0
8;2022;6.75;0;0;0;0;12997.888;0;0;0;0
8;2022;7.25;0;0;0;0;12997.888;0;0;0;0
8;2022;7.75;0;0;0;0;12997.888;0;0;0;0
8;2022;8.25;0;0;0;0;12997.888;0;0;0;0
8;2022;8.75;0;0;0;0;12997.888;0;0;0;0
8;2022;9.25;0;0;0;0;12997.888;0;0;0;0
8;2022;9.75;0;0;0;0;12997.888;0;0;0;0
8;2022;10.25;0;0;0;0;12997.888;0;0;0;0
8;2022;10.75;0;0;0;0;12997.888;0;0;0;0
8;2022;11.25;0;0;0;0;12997.888;0;0;0;0
8;2022;11.75;804001;0;0;804001;12997.888;61.856;0;0;61.856
8;2022;12.25;1156583;0;0;1156583;12997.888;88.982;0;0;88.982
8;2022;12.75;2262923;0;0;2262923;12997.888;174.099;0;0;174.099
8;2022;13.25;2566250;0;0;2566250;12997.888;197.436;0;0;197.436
8;2022;13.75;7564621;0;0;7564621;12997.888;581.988;0;0;581.988
8;2022;14.25;6536127;0;0;6536127;12997.888;502.861;0;0;502.861
8;2022;14.75;7317586;0;0;7317586;12997.888;562.983;0;0;562.983
8;2022;15.25;5383665;0;0;5383665;12997.888;414.195;0;0;414.195
8;2022;15.75;13730076;0;0;13730076;12997.888;1056.331;0;0;1056.331
8;2022;16.25;20430796;0;0;20430796;12997.888;1571.855;0;0;1571.855
8;2022;16.75;34432746;0;0;34432746;12997.888;2649.103;0;0;2649.103
8;2022;17.25;41738886;0;0;41738886;12997.888;3211.205;0;0;3211.205
8;2022;17.75;45596327;0;0;45596327;12997.888;3507.98;0;0;3507.98
8;2022;18.25;37679652;0;0;37679652;12997.888;2898.906;0;0;2898.906
8;2022;18.75;28216084;0;0;28216084;12997.888;2170.821;0;0;2170.821
8;2022;19.25;30496682;1637971;30952;32165605;12997.888;2346.28;126.018;2.381;2474.679
8;2022;19.75;30182469;5683350;248434;36114253;12997.888;2322.106;437.252;19.113;2778.471
8;2022;20.25;20581600;6381914;1192336;28155850;12997.888;1583.457;490.996;91.733;2166.187
8;2022;20.75;15261435;16560772;2889791;34711998;12997.888;1174.147;1274.113;222.328;2670.588
8;2022;21.25;8576558;20341996;3417817;32336371;12997.888;659.842;1565.023;262.952;2487.817
8;2022;21.75;2104151;33325581;9525266;44954998;12997.888;161.884;2563.923;732.832;3458.639
8;2022;22.25;747570;30347100;16418129;47512799;12997.888;57.515;2334.772;1263.138;3655.425
8;2022;22.75;61903;32206615;17992037;50260555;12997.888;4.763;2477.834;1384.228;3866.825
8;2022;23.25;0;24516414;25326780;49843194;12997.888;0;1886.184;1948.53;3834.715
8;2022;23.75;0;14490079;28295340;42785419;12997.888;0;1114.803;2176.918;3291.721
8;2022;24.25;0;8018303;26065638;34083941;12997.888;0;616.893;2005.375;2622.268
8;2022;24.75;0;3996892;24634968;28631860;12997.888;0;307.503;1895.305;2202.809
8;2022;25.25;0;1514428;15687009;17201437;12997.888;0;116.513;1206.889;1323.402
8;2022;25.75;0;383533;10385998;10769531;12997.888;0;29.507;799.053;828.56
8;2022;26.25;0;30952;5493526;5524478;12997.888;0;2.381;422.648;425.029
8;2022;26.75;0;0;2301973;2301973;12997.888;0;0;177.104;177.104
8;2022;27.25;0;0;1845859;1845859;12997.888;0;0;142.012;142.012
8;2022;27.75;0;0;231564;231564;12997.888;0;0;17.816;17.816
8;2022;28.25;0;0;0;0;12997.888;0;0;0;0
8;2022;28.75;0;0;77790;77790;12997.888;0;0;5.985;5.985
8;2022;29.25;0;0;0;0;12997.888;0;0;0;0
8;2022;29.75;0;0;0;0;12997.888;0;0;0;0
8;2022;30.25;0;0;0;0;12997.888;0;0;0;0
8;2022;30.75;0;0;0;0;12997.888;0;0;0;0
8;2022;31.25;0;0;0;0;12997.888;0;0;0;0
8;2022;31.75;0;0;0;0;12997.888;0;0;0;0
9;1982;5.25;0;0;0;0;21692.241;0;0;0;0
9;1982;5.75;0;0;0;0;21692.241;0;0;0;0
9;1982;6.25;0;0;0;0;21692.241;0;0;0;0
9;1982;6.75;0;0;0;0;21692.241;0;0;0;0
9;1982;7.25;0;0;0;0;21692.241;0;0;0;0
9;1982;7.75;0;0;0;0;21692.241;0;0;0;0
9;1982;8.25;0;0;0;0;21692.241;0;0;0;0
9;1982;8.75;0;0;0;0;21692.241;0;0;0;0
9;1982;9.25;0;0;0;0;21692.241;0;0;0;0
9;1982;9.75;133564;0;0;133564;21692.241;6.157;0;0;6.157
9;1982;10.25;133564;0;0;133564;21692.241;6.157;0;0;6.157
9;1982;10.75;406894;0;0;406894;21692.241;18.758;0;0;18.758
9;1982;11.25;786599;0;0;786599;21692.241;36.262;0;0;36.262
9;1982;11.75;1012643;0;0;1012643;21692.241;46.682;0;0;46.682
9;1982;12.25;1516319;0;0;1516319;21692.241;69.901;0;0;69.901
9;1982;12.75;2165609;0;0;2165609;21692.241;99.833;0;0;99.833
9;1982;13.25;2388981;0;0;2388981;21692.241;110.131;0;0;110.131
9;1982;13.75;2725551;0;0;2725551;21692.241;125.646;0;0;125.646
9;1982;14.25;4687940;0;0;4687940;21692.241;216.111;0;0;216.111
9;1982;14.75;7777063;0;0;7777063;21692.241;358.518;0;0;358.518
9;1982;15.25;17603777;0;0;17603777;21692.241;811.524;0;0;811.524
9;1982;15.75;27364872;0;0;27364872;21692.241;1261.505;0;0;1261.505
9;1982;16.25;35335234;0;0;35335234;21692.241;1628.934;0;0;1628.934
9;1982;16.75;36733890;0;0;36733890;21692.241;1693.411;0;0;1693.411
9;1982;17.25;42422537;0;0;42422537;21692.241;1955.655;0;0;1955.655
9;1982;17.75;38412017;0;0;38412017;21692.241;1770.772;0;0;1770.772
9;1982;18.25;26899880;33391;0;26933271;21692.241;1240.069;1.539;0;1241.609
9;1982;18.75;22879866;0;0;22879866;21692.241;1054.749;0;0;1054.749
9;1982;19.25;17031513;102736;0;17134249;21692.241;785.143;4.736;0;789.879
9;1982;19.75;13328683;0;69345;13398028;21692.241;614.445;0;3.197;617.641
9;1982;20.25;12111163;205472;0;12316635;21692.241;558.318;9.472;0;567.79
9;1982;20.75;8494833;344700;129511;8969044;21692.241;391.607;15.89;5.97;413.468
9;1982;21.25;9136470;341599;53549;9531618;21692.241;421.186;15.748;2.469;439.402
9;1982;21.75;4961176;1009316;60166;6030658;21692.241;228.707;46.529;2.774;278.01
9;1982;22.25;5421661;2492878;187421;8101960;21692.241;249.935;114.92;8.64;373.496
9;1982;22.75;4096495;2761494;543099;7401088;21692.241;188.846;127.303;25.037;341.186
9;1982;23.25;3082332;3892531;1030543;8005406;21692.241;142.094;179.443;47.507;369.045
9;1982;23.75;2962762;5533712;1399042;9895516;21692.241;136.582;255.101;64.495;456.178
9;1982;24.25;1416848;8348296;3364991;13130135;21692.241;65.316;384.852;155.124;605.292
9;1982;24.75;595394;7088341;5825285;13509020;21692.241;27.447;326.768;268.542;622.758
9;1982;25.25;304433;8416434;9077541;17798408;21692.241;14.034;387.993;418.469;820.497
9;1982;25.75;0;6632248;10015091;16647339;21692.241;0;305.743;461.69;767.433
9;1982;26.25;0;4712197;9501940;14214137;21692.241;0;217.23;438.034;655.264
9;1982;26.75;0;2362090;8029029;10391119;21692.241;0;108.891;370.134;479.025
9;1982;27.25;0;511519;5157216;5668735;21692.241;0;23.581;237.745;261.325
9;1982;27.75;0;0;3753270;3753270;21692.241;0;0;173.024;173.024
9;1982;28.25;0;304971;1894124;2199095;21692.241;0;14.059;87.318;101.377
9;1982;28.75;0;0;877366;877366;21692.241;0;0;40.446;40.446
9;1982;29.25;0;0;33391;33391;21692.241;0;0;1.539;1.539
9;1982;29.75;0;0;0;0;21692.241;0;0;0;0
9;1982;30.25;0;0;0;0;21692.241;0;0;0;0
9;1982;30.75;0;0;0;0;21692.241;0;0;0;0
9;1982;31.25;0;0;0;0;21692.241;0;0;0;0
9;1982;31.75;0;0;0;0;21692.241;0;0;0;0
9;1983;5.25;0;0;0;0;26550.118;0;0;0;0
9;1983;5.75;0;0;0;0;26550.118;0;0;0;0
9;1983;6.25;0;0;0;0;26550.118;0;0;0;0
9;1983;6.75;0;0;0;0;26550.118;0;0;0;0
9;1983;7.25;0;0;0;0;26550.118;0;0;0;0
9;1983;7.75;0;0;0;0;26550.118;0;0;0;0
9;1983;8.25;0;0;0;0;26550.118;0;0;0;0
9;1983;8.75;0;0;0;0;26550.118;0;0;0;0
9;1983;9.25;0;0;0;0;26550.118;0;0;0;0
9;1983;9.75;0;0;0;0;26550.118;0;0;0;0
9;1983;10.25;0;0;0;0;26550.118;0;0;0;0
9;1983;10.75;0;0;0;0;26550.118;0;0;0;0
9;1983;11.25;0;0;0;0;26550.118;0;0;0;0
9;1983;11.75;420405;0;0;420405;26550.118;15.834;0;0;15.834
9;1983;12.25;0;0;0;0;26550.118;0;0;0;0
9;1983;12.75;144126;0;0;144126;26550.118;5.428;0;0;5.428
9;1983;13.25;722315;0;0;722315;26550.118;27.206;0;0;27.206
9;1983;13.75;1580584;0;0;1580584;26550.118;59.532;0;0;59.532
9;1983;14.25;2914832;0;0;2914832;26550.118;109.786;0;0;109.786
9;1983;14.75;7709812;0;0;7709812;26550.118;290.387;0;0;290.387
9;1983;15.25;12001744;0;0;12001744;26550.118;452.041;0;0;452.041
9;1983;15.75;21174819;0;0;21174819;26550.118;797.541;0;0;797.541
9;1983;16.25;25270606;0;0;25270606;26550.118;951.808;0;0;951.808
9;1983;16.75;29340891;0;38905;29379796;26550.118;1105.113;0;1.465;1106.579
9;1983;17.25;28576670;0;0;28576670;26550.118;1076.329;0;0;1076.329
9;1983;17.75;29986903;31385;0;30018288;26550.118;1129.445;1.182;0;1130.627
9;1983;18.25;28680744;82688;0;28763432;26550.118;1080.249;3.114;0;1083.364
9;1983;18.75;23064021;31385;19917;23115323;26550.118;868.697;1.182;0.75;870.63
9;1983;19.25;27587444;31385;77809;27696638;26550.118;1039.07;1.182;2.931;1043.183
9;1983;19.75;30048086;153906;130805;30332797;26550.118;1131.75;5.797;4.927;1142.473
9;1983;20.25;32586450;481065;70290;33137805;26550.118;1227.356;18.119;2.647;1248.123
9;1983;20.75;28402252;916102;399566;29717920;26550.118;1069.76;34.505;15.049;1119.314
9;1983;21.25;19357744;1987658;143197;21488599;26550.118;729.102;74.864;5.393;809.36
9;1983;21.75;12791951;3328547;997224;17117722;26550.118;481.804;125.368;37.56;644.732
9;1983;22.25;5848914;6257329;694408;12800651;26550.118;220.297;235.68;26.155;482.132
9;1983;22.75;2877876;5666012;1090971;9634859;26550.118;108.394;213.408;41.091;362.893
9;1983;23.25;1914071;6252530;1788948;9955549;26550.118;72.093;235.499;67.38;374.972
9;1983;23.75;918285;6259821;2813141;9991247;26550.118;34.587;235.774;105.956;376.316
9;1983;24.25;707439;4761623;3710968;9180030;26550.118;26.645;179.345;139.772;345.762
9;1983;24.75;162161;4893645;5465022;10520828;26550.118;6.108;184.317;205.838;396.263
9;1983;25.25;207661;4008681;5557323;9773665;26550.118;7.821;150.985;209.314;368.121
9;1983;25.75;78194;3365548;8556685;12000427;26550.118;2.945;126.762;322.284;451.991
9;1983;26.25;0;2183245;10867429;13050674;26550.118;0;82.231;409.318;491.549
9;1983;26.75;0;2363732;11280116;13643848;26550.118;0;89.029;424.861;513.89
9;1983;27.25;0;882405;9278266;10160671;26550.118;0;33.235;349.462;382.698
9;1983;27.75;0;283237;6321209;6604446;26550.118;0;10.668;238.086;248.754
9;1983;28.25;0;220466;4592330;4812796;26550.118;0;8.304;172.968;181.272
9;1983;28.75;0;65388;2012617;2078005;26550.118;0;2.463;75.804;78.267
9;1983;29.25;0;0;1598575;1598575;26550.118;0;0;60.21;60.21
9;1983;29.75;0;31385;581133;612518;26550.118;0;1.182;21.888;23.07
9;1983;30.25;0;0;287732;287732;26550.118;0;0;10.837;10.837
9;1983;30.75;0;0;78194;78194;26550.118;0;0;2.945;2.945
9;1983;31.25;0;0;0;0;26550.118;0;0;0;0
9;1983;31.75;0;0;0;0;26550.118;0;0;0;0
9;1984;5.25;0;0;0;0;17238.042;0;0;0;0
9;1984;5.75;0;0;0;0;17238.042;0;0;0;0
9;1984;6.25;0;0;0;0;17238.042;0;0;0;0
9;1984;6.75;0;0;0;0;17238.042;0;0;0;0
9;1984;7.25;0;0;0;0;17238.042;0;0;0;0
9;1984;7.75;0;0;0;0;17238.042;0;0;0;0
9;1984;8.25;0;0;0;0;17238.042;0;0;0;0
9;1984;8.75;0;0;0;0;17238.042;0;0;0;0
9;1984;9.25;0;0;0;0;17238.042;0;0;0;0
9;1984;9.75;18729;0;0;18729;17238.042;1.086;0;0;1.086
9;1984;10.25;0;0;0;0;17238.042;0;0;0;0
9;1984;10.75;12265;0;0;12265;17238.042;0.712;0;0;0.712
9;1984;11.25;117857;0;0;117857;17238.042;6.837;0;0;6.837
9;1984;11.75;266707;0;0;266707;17238.042;15.472;0;0;15.472
9;1984;12.25;616622;0;0;616622;17238.042;35.771;0;0;35.771
9;1984;12.75;742080;0;0;742080;17238.042;43.049;0;0;43.049
9;1984;13.25;1876969;0;0;1876969;17238.042;108.885;0;0;108.885
9;1984;13.75;2408919;0;0;2408919;17238.042;139.744;0;0;139.744
9;1984;14.25;3983656;0;0;3983656;17238.042;231.097;0;0;231.097
9;1984;14.75;4866812;0;0;4866812;17238.042;282.33;0;0;282.33
9;1984;15.25;5609784;0;0;5609784;17238.042;325.43;0;0;325.43
9;1984;15.75;6196379;0;0;6196379;17238.042;359.46;0;0;359.46
9;1984;16.25;6338749;0;0;6338749;17238.042;367.719;0;0;367.719
9;1984;16.75;6650369;0;0;6650369;17238.042;385.796;0;0;385.796
9;1984;17.25;7562336;18729;0;7581065;17238.042;438.7;1.086;0;439.787
9;1984;17.75;13012188;0;0;13012188;17238.042;754.853;0;0;754.853
9;1984;18.25;15932899;116029;0;16048928;17238.042;924.287;6.731;0;931.018
9;1984;18.75;17319411;12265;0;17331676;17238.042;1004.72;0.712;0;1005.432
9;1984;19.25;19425099;263684;0;19688783;17238.042;1126.874;15.297;0;1142.17
9;1984;19.75;14037695;270251;39286;14347232;17238.042;814.344;15.678;2.279;832.301
9;1984;20.25;10207002;821141;39286;11067429;17238.042;592.121;47.635;2.279;642.035
9;1984;20.75;5361361;1041476;58015;6460852;17238.042;311.019;60.417;3.366;374.802
9;1984;21.25;3506011;2461011;193443;6160465;17238.042;203.388;142.766;11.222;357.376
9;1984;21.75;2190840;4200588;370956;6762384;17238.042;127.093;243.681;21.52;392.294
9;1984;22.25;1491687;4440279;701563;6633529;17238.042;86.535;257.586;40.699;384.819
9;1984;22.75;506547;4483568;1037302;6027417;17238.042;29.385;260.097;60.175;349.658
9;1984;23.25;431217;4489779;1306157;6227153;17238.042;25.015;260.458;75.772;361.245
9;1984;23.75;284245;4576008;1334992;6195245;17238.042;16.489;265.46;77.445;359.394
9;1984;24.25;197315;3910173;2038576;6146064;17238.042;11.446;226.834;118.26;356.541
9;1984;24.75;43465;2633177;2360559;5037201;17238.042;2.521;152.754;136.939;292.214
9;1984;25.25;24530;1239779;2309779;3574088;17238.042;1.423;71.921;133.993;207.337
9;1984;25.75;0;696899;2845640;3542539;17238.042;0;40.428;165.079;205.507
9;1984;26.25;0;185050;3621906;3806956;17238.042;0;10.735;210.111;220.846
9;1984;26.75;0;277845;3975895;4253740;17238.042;0;16.118;230.647;246.765
9;1984;27.25;0;167191;4420717;4587908;17238.042;0;9.699;256.451;266.15
9;1984;27.75;0;80053;3553943;3633996;17238.042;0;4.644;206.169;210.813
9;1984;28.25;12265;198391;3531183;3741839;17238.042;0.712;11.509;204.848;217.069
9;1984;28.75;0;80260;1921542;2001802;17238.042;0;4.656;111.471;116.127
9;1984;29.25;0;67995;998126;1066121;17238.042;0;3.944;57.903;61.847
9;1984;29.75;0;0;757762;757762;17238.042;0;0;43.959;43.959
9;1984;30.25;0;0;416727;416727;17238.042;0;0;24.175;24.175
9;1984;30.75;0;0;179455;179455;17238.042;0;0;10.41;10.41
9;1984;31.25;0;0;24530;24530;17238.042;0;0;1.423;1.423
9;1984;31.75;0;0;43465;43465;17238.042;0;0;2.521;2.521
9;1985;5.25;0;0;0;0;26368.343;0;0;0;0
9;1985;5.75;0;0;0;0;26368.343;0;0;0;0
9;1985;6.25;0;0;0;0;26368.343;0;0;0;0
9;1985;6.75;0;0;0;0;26368.343;0;0;0;0
9;1985;7.25;0;0;0;0;26368.343;0;0;0;0
9;1985;7.75;0;0;0;0;26368.343;0;0;0;0
9;1985;8.25;28652;0;0;28652;26368.343;1.087;0;0;1.087
